contestId,index,name,tags,rating,solvedCount,vector
1057,A,Bmail Computer Network,*special dfs and similar trees,900.0,5148,*special dfs and similar trees 900.0
1056,H,Detect Robots,data structures strings,3200.0,130,data structures strings 3200.0
1056,G,Take Metro,brute force data structures graphs,2900.0,217,brute force data structures graphs 2900.0
1056,F,Write The Contest,binary search dp math,2500.0,433,binary search dp math 2500.0
1056,E,Check Transcription,brute force data structures hashing strings,2100.0,1645,brute force data structures hashing strings 2100.0
1056,D,Decorate Apple Tree,constructive algorithms dfs and similar dp graphs greedy sortings trees,1600.0,5165,constructive algorithms dfs and similar dp graphs greedy sortings trees 1600.0
1056,C,Pick Heroes,greedy implementation interactive sortings,1700.0,2171,greedy implementation interactive sortings 1700.0
1056,B,Divide Candies,math number theory,1600.0,3902,math number theory 1600.0
1056,A,Determine Line,implementation,800.0,6074,implementation 800.0
1055,G,Jellyfish Nightmare,,3500.0,67, 3500.0
1055,F,Tree and XOR,strings trees,2900.0,392,strings trees 2900.0
1055,E,Segments on the Line,binary search dp,2500.0,644,binary search dp 2500.0
1055,D,Refactoring,greedy implementation strings,2400.0,590,greedy implementation strings 2400.0
1055,C,Lucky Days,math number theory,1900.0,1791,math number theory 1900.0
1055,B,Alice and Hairdresser,dsu implementation,1300.0,4576,dsu implementation 1300.0
1055,A,Metro,graphs,900.0,9322,graphs 900.0
1054,H,Epic Convolution,chinese remainder theorem fft math number theory,3500.0,150,chinese remainder theorem fft math number theory 3500.0
1054,G,New Road Network,constructive algorithms greedy math,3300.0,218,constructive algorithms greedy math 3300.0
1054,F,Electric Scheme,flows graph matchings,2700.0,286,flows graph matchings 2700.0
1054,E,Chips Puzzle,constructive algorithms implementation math,2400.0,451,constructive algorithms implementation math 2400.0
1054,D,Changing Array,greedy implementation,1900.0,2114,greedy implementation 1900.0
1054,C,Candies Distribution,constructive algorithms implementation,1500.0,4116,constructive algorithms implementation 1500.0
1054,B,Appending Mex,implementation,1000.0,6154,implementation 1000.0
1054,A,Elevator or Stairs?,implementation,800.0,8561,implementation 800.0
1053,E,Euler tour,constructive algorithms trees,3500.0,164,constructive algorithms trees 3500.0
1051,G,Distinctification,data structures dsu greedy,2900.0,291,data structures dsu greedy 2900.0
1051,F,The Shortest Statement,graphs shortest paths trees,2400.0,2176,graphs shortest paths trees 2400.0
1051,E,Vasya and Big Integers,binary search data structures dp hashing strings,2600.0,778,binary search data structures dp hashing strings 2600.0
1051,D,Bicolorings,bitmasks dp,1700.0,6474,bitmasks dp 1700.0
1051,C,Vasya and Multisets,brute force dp greedy implementation math,1500.0,8630,brute force dp greedy implementation math 1500.0
1051,B,Relatively Prime Pairs,greedy math number theory,1000.0,15329,greedy math number theory 1000.0
1051,A,Vasya And Password,greedy implementation strings,1200.0,8076,greedy implementation strings 1200.0
1047,B,Cover Points,geometry math,900.0,15646,geometry math 900.0
1047,A,Little C Loves 3 I,math,800.0,18076,math 800.0
1046,I,Say Hello,geometry,2300.0,281,geometry 2300.0
1046,F,Splitting money,implementation,1400.0,2555,implementation 1400.0
1046,C,Space Formula,greedy,1400.0,2839,greedy 1400.0
1045,J,Moonwalk challenge,data structures strings trees,2600.0,134,data structures strings trees 2600.0
1045,I,Palindrome Pairs,hashing strings,1600.0,3413,hashing strings 1600.0
1045,H,Self-exploration,math,2400.0,353,math 2400.0
1045,G,AI robots,data structures,2200.0,1299,data structures 2200.0
1045,F,Shady Lady,geometry math,3400.0,88,geometry math 3400.0
1045,E,Ancient civilizations,constructive algorithms geometry,3200.0,115,constructive algorithms geometry 3200.0
1045,D,Interstellar battle,math probabilities trees,2200.0,578,math probabilities trees 2200.0
1045,C,Hyperspace Highways,dfs and similar graphs trees,2300.0,552,dfs and similar graphs trees 2300.0
1045,B,Space Isaac,hashing number theory,2400.0,446,hashing number theory 2400.0
1045,A,Last chance,data structures flows graph matchings graphs trees,2500.0,284,data structures flows graph matchings graphs trees 2500.0
1044,F,DFS,data structures,2700.0,421,data structures 2700.0
1044,E,Grid Sort,implementation,3100.0,103,implementation 3100.0
1044,D,Deduction Queries,data structures dsu,2400.0,824,data structures dsu 2400.0
1044,C,Optimal Polygon Perimeter,dp geometry,2100.0,1102,dp geometry 2100.0
1044,B,Intersecting Subtrees,dfs and similar interactive trees,1900.0,1490,dfs and similar interactive trees 1900.0
1044,A,The Tower is Going Home,binary search two pointers,1700.0,2757,binary search two pointers 1700.0
1043,G,Speckled Band,data structures divide and conquer hashing string suffix structures strings,3500.0,187,data structures divide and conquer hashing string suffix structures strings 3500.0
1043,F,Make It One,bitmasks combinatorics dp math number theory shortest paths,2500.0,1781,bitmasks combinatorics dp math number theory shortest paths 2500.0
1043,E,"Train Hard, Win Easy",constructive algorithms greedy math sortings,1900.0,2589,constructive algorithms greedy math sortings 1900.0
1043,D,Mysterious Crime,brute force combinatorics math meet-in-the-middle two pointers,1700.0,4230,brute force combinatorics math meet-in-the-middle two pointers 1700.0
1043,C,Smallest Word,constructive algorithms greedy implementation,1500.0,6491,constructive algorithms greedy implementation 1500.0
1043,B,Lost Array,implementation,1200.0,6069,implementation 1200.0
1043,A,Elections,implementation math,800.0,10428,implementation math 800.0
1042,F,Leaf Sets,data structures dfs and similar dsu graphs greedy sortings trees,2400.0,1103,data structures dfs and similar dsu graphs greedy sortings trees 2400.0
1042,E,Vasya and Magic Matrix,dp math probabilities,2300.0,1484,dp math probabilities 2300.0
1042,D,Petya and Array,data structures divide and conquer two pointers,1800.0,5024,data structures divide and conquer two pointers 1800.0
1042,C,Array Product,constructive algorithms greedy math,1700.0,4444,constructive algorithms greedy math 1700.0
1042,B,Vitamins,bitmasks brute force dp implementation,1200.0,13273,bitmasks brute force dp implementation 1200.0
1042,A,Benches,binary search implementation,1100.0,11595,binary search implementation 1100.0
1041,F,Ray in the tube,data structures divide and conquer dp math,2500.0,1321,data structures divide and conquer dp math 2500.0
1041,E,Tree Reconstruction,constructive algorithms data structures graphs greedy,1900.0,3276,constructive algorithms data structures graphs greedy 1900.0
1041,D,Glider,binary search data structures two pointers,1700.0,5454,binary search data structures two pointers 1700.0
1041,C,Coffee Break,binary search data structures greedy two pointers,1600.0,8624,binary search data structures greedy two pointers 1600.0
1041,B,Buying a TV Set,math,1000.0,12699,math 1000.0
1041,A,Heist,greedy implementation sortings,800.0,22381,greedy implementation sortings 800.0
1040,B,Shashlik Cooking,dp greedy math,1300.0,6847,dp greedy math 1300.0
1040,A,Palindrome Dance,greedy,1000.0,8846,greedy 1000.0
1039,E,Summer Oenothera Exhibition,data structures,3400.0,235,data structures 3400.0
1039,D,You Are Given a Tree,data structures dp trees,2800.0,1292,data structures dp trees 2800.0
1039,C,Network Safety,dfs and similar dsu graphs math sortings,2200.0,1242,dfs and similar dsu graphs math sortings 2200.0
1039,B,Subway Pursuit,binary search interactive probabilities,2100.0,2115,binary search interactive probabilities 2100.0
1039,A,Timetable,constructive algorithms data structures greedy math,2300.0,739,constructive algorithms data structures greedy math 2300.0
1038,F,Wrap Around,dp strings,2900.0,264,dp strings 2900.0
1038,E,Maximum Matching,bitmasks brute force dfs and similar dp graphs,2400.0,902,bitmasks brute force dfs and similar dp graphs 2400.0
1038,D,Slime,dp greedy implementation,1800.0,7613,dp greedy implementation 1800.0
1038,C,Gambling,greedy sortings,1300.0,9079,greedy sortings 1300.0
1038,B,Non-Coprime Partition,constructive algorithms math,1100.0,12200,constructive algorithms math 1100.0
1038,A,Equality,implementation strings,800.0,13551,implementation strings 800.0
1037,H,Security,data structures string suffix structures,3200.0,770,data structures string suffix structures 3200.0
1037,G,A Game on Strings,games,3200.0,275,games 3200.0
1037,F,Maximum Reduction,combinatorics data structures math,2500.0,880,combinatorics data structures math 2500.0
1037,E,Trips,graphs,2200.0,2500,graphs 2200.0
1037,D,Valid BFS?,dfs and similar graphs shortest paths trees,1700.0,12122,dfs and similar graphs shortest paths trees 1700.0
1037,C,Equalize,dp greedy strings,1300.0,17115,dp greedy strings 1300.0
1037,B,Reach Median,greedy,1300.0,9836,greedy 1300.0
1037,A,Packets,constructive algorithms greedy math,1300.0,10380,constructive algorithms greedy math 1300.0
1036,G,Sources and Sinks,bitmasks brute force dfs and similar,2700.0,326,bitmasks brute force dfs and similar 2700.0
1036,F,Relatively Prime Powers,combinatorics math number theory,2400.0,1195,combinatorics math number theory 2400.0
1036,E,Covered Points,fft geometry number theory,2400.0,1314,fft geometry number theory 2400.0
1036,D,Vasya and Arrays,greedy two pointers,1600.0,8294,greedy two pointers 1600.0
1036,C,Classy Numbers,combinatorics dp,1900.0,7113,combinatorics dp 1900.0
1036,B,Diagonal Walking v.2,math,1600.0,5458,math 1600.0
1036,A,Function Height,math,1000.0,9638,math 1000.0
1034,E,Little C Loves 3 III,bitmasks dp math,3200.0,465,bitmasks dp math 3200.0
1034,D,Intervals of Intervals,binary search data structures two pointers,3500.0,374,binary search data structures two pointers 3500.0
1034,C,Region Separation,combinatorics dp number theory trees,2700.0,684,combinatorics dp number theory trees 2700.0
1034,B,Little C Loves 3 II,brute force constructive algorithms flows graph matchings,2200.0,1991,brute force constructive algorithms flows graph matchings 2200.0
1034,A,Enlarge GCD,number theory,1800.0,7496,number theory 1800.0
1033,G,Chip Game,games,3500.0,291,games 3500.0
1033,F,Boolean Computer,bitmasks brute force fft math,2800.0,320,bitmasks brute force fft math 2800.0
1033,E,Hidden Bipartite Graph,binary search constructive algorithms dfs and similar graphs interactive,2800.0,472,binary search constructive algorithms dfs and similar graphs interactive 2800.0
1033,D,Divisors,interactive math number theory,2000.0,2164,interactive math number theory 2000.0
1033,C,Permutation Game,brute force dp games,1600.0,5027,brute force dp games 1600.0
1033,B,Square Difference,math number theory,1100.0,8288,math number theory 1100.0
1033,A,King Escape,dfs and similar graphs implementation,1000.0,11798,dfs and similar graphs implementation 1000.0
1032,G,Chattering,,2900.0,404, 2900.0
1032,F,Vasya and Maximum Matching,dp trees,2400.0,747,dp trees 2400.0
1032,E,The Unbearable Lightness of Weights,dp math,2100.0,1409,dp math 2100.0
1032,D,Barcelonian Distance,geometry implementation,1900.0,2456,geometry implementation 1900.0
1032,C,Playing Piano,constructive algorithms dp,1700.0,3651,constructive algorithms dp 1700.0
1032,B,Personalized Cup,,1200.0,4855, 1200.0
1032,A,Kitchen Utensils,,900.0,6479, 900.0
1031,F,Familiar Operations,brute force graphs math,2800.0,240,brute force graphs math 2800.0
1031,E,Triple Flips,constructive algorithms,2600.0,408,constructive algorithms 2600.0
1031,D,Minimum path,greedy,1900.0,2503,greedy 1900.0
1031,C,Cram Time,greedy,1600.0,4975,greedy 1600.0
1031,B,Curiosity Has No Limits,,1500.0,3831, 1500.0
1031,A,Golden Plate,implementation math,800.0,12450,implementation math 800.0
1030,G,Linear Congruential Generator,number theory,2900.0,327,number theory 2900.0
1030,F,Putting Boxes Together,data structures,2500.0,728,data structures 2500.0
1030,E,Vasya and Good Sequences,bitmasks dp,2000.0,2819,bitmasks dp 2000.0
1030,D,Vasya and Triangle,geometry number theory,1800.0,5498,geometry number theory 1800.0
1030,C,Vasya and Golden Ticket,implementation,1300.0,9012,implementation 1300.0
1030,B,Vasya and Cornfield,geometry,1100.0,11152,geometry 1100.0
1030,A,In Search of an Easy Problem,implementation,800.0,96719,implementation 800.0
1029,F,Multicolored Markers,binary search brute force math number theory,2000.0,2281,binary search brute force math number theory 2000.0
1029,E,Tree with Small Distances,dp graphs greedy,2100.0,2360,dp graphs greedy 2100.0
1029,D,Concatenated Multiples,implementation math,1900.0,3447,implementation math 1900.0
1029,C,Maximal Intersection,greedy math sortings,1600.0,6658,greedy math sortings 1600.0
1029,B,Creating the Contest,dp greedy math,1200.0,15375,dp greedy math 1200.0
1029,A,Many Equal Substrings,implementation strings,1300.0,11294,implementation strings 1300.0
1028,H,Make Square,math,2900.0,419,math 2900.0
1028,G,Guess the number,dp interactive,3000.0,383,dp interactive 3000.0
1028,F,Make Symmetrical,brute force,2900.0,479,brute force 2900.0
1028,E,Restore Array,constructive algorithms,2400.0,1072,constructive algorithms 2400.0
1028,D,Order book,combinatorics data structures greedy,2100.0,1595,combinatorics data structures greedy 2100.0
1028,C,Rectangles,geometry implementation sortings,1600.0,4150,geometry implementation sortings 1600.0
1028,B,Unnatural Conditions,constructive algorithms math,1200.0,8057,constructive algorithms math 1200.0
1028,A,Find Square,implementation,800.0,10145,implementation 800.0
1027,G,X-mouse in the Campus,bitmasks math number theory,2600.0,266,bitmasks math number theory 2600.0
1027,F,Session in BSU,binary search dfs and similar dsu graph matchings graphs,2400.0,1311,binary search dfs and similar dsu graph matchings graphs 2400.0
1027,E,Inverse Coloring,combinatorics dp math,2100.0,1737,combinatorics dp math 2100.0
1027,D,Mouse Hunt,dfs and similar graphs,1700.0,6362,dfs and similar graphs 1700.0
1027,C,Minimum Value Rectangle,greedy,1600.0,6422,greedy 1600.0
1027,B,Numbers on the Chessboard,implementation math,1200.0,7903,implementation math 1200.0
1027,A,Palindromic Twist,implementation strings,1000.0,14159,implementation strings 1000.0
1025,G,Company Acquisitions,constructive algorithms math,3200.0,463,constructive algorithms math 3200.0
1025,F,Disjoint Triangles,geometry,2700.0,558,geometry 2700.0
1025,E,Colored Cubes,constructive algorithms implementation matrices,2700.0,497,constructive algorithms implementation matrices 2700.0
1025,D,Recovering BST,brute force dp math number theory trees,2100.0,3013,brute force dp math number theory trees 2100.0
1025,C,Plasticine zebra,constructive algorithms implementation,1600.0,5721,constructive algorithms implementation 1600.0
1025,B,Weakened Common Divisor,brute force greedy number theory,1600.0,7371,brute force greedy number theory 1600.0
1025,A,Doggo Recoloring,implementation sortings,900.0,12921,implementation sortings 900.0
1023,G,Pisces,data structures flows trees,3400.0,87,data structures flows trees 3400.0
1023,F,Mobile Phone Network,dfs and similar dsu graphs trees,2600.0,758,dfs and similar dsu graphs trees 2600.0
1023,E,Down or Right,constructive algorithms interactive matrices,2100.0,1845,constructive algorithms interactive matrices 2100.0
1023,D,Array Restoration,constructive algorithms data structures,1700.0,3810,constructive algorithms data structures 1700.0
1023,C,Bracket Subsequence,greedy,1200.0,8938,greedy 1200.0
1023,B,Pair of Toys,math,1000.0,9877,math 1000.0
1023,A,Single Wildcard Pattern Matching,brute force implementation strings,1200.0,8084,brute force implementation strings 1200.0
1020,B,Badge,brute force dfs and similar graphs,1000.0,18069,brute force dfs and similar graphs 1000.0
1020,A,New Building for SIS,math,1000.0,8587,math 1000.0
1019,E,Raining season,data structures divide and conquer trees,3200.0,280,data structures divide and conquer trees 3200.0
1019,D,Large Triangle,binary search geometry sortings,2700.0,555,binary search geometry sortings 2700.0
1019,C,Sergey's problem,constructive algorithms graphs,3000.0,924,constructive algorithms graphs 3000.0
1019,B,The hat,binary search interactive,2000.0,1817,binary search interactive 2000.0
1019,A,Elections,brute force greedy,1700.0,4329,brute force greedy 1700.0
1017,H,The Films,brute force,3300.0,95,brute force 3300.0
1017,G,The Tree,data structures,3200.0,601,data structures 3200.0
1017,F,The Neutral Zone,brute force math,2500.0,750,brute force math 2500.0
1017,E,The Supersonic Rocket,geometry hashing strings,2400.0,715,geometry hashing strings 2400.0
1017,D,The Wu,bitmasks brute force data structures,1900.0,3056,bitmasks brute force data structures 1900.0
1017,C,The Phone Number,constructive algorithms greedy,1600.0,5676,constructive algorithms greedy 1600.0
1017,B,The Bits,implementation math,1200.0,8819,implementation math 1200.0
1017,A,The Rank,implementation,800.0,17873,implementation 800.0
1016,G,Appropriate Team,bitmasks math number theory,2700.0,239,bitmasks math number theory 2700.0
1016,F,Road Projects,dfs and similar dp trees,2600.0,711,dfs and similar dp trees 2600.0
1016,E,Rest In The Shades,binary search geometry,2400.0,860,binary search geometry 2400.0
1016,D,Vasya And The Matrix,constructive algorithms flows math,1800.0,4209,constructive algorithms flows math 1800.0
1016,C,Vasya And The Mushrooms,dp implementation,1800.0,3478,dp implementation 1800.0
1016,B,Segment Occurrences,brute force implementation,1300.0,8833,brute force implementation 1300.0
1016,A,Death Note,greedy implementation math,900.0,13739,greedy implementation math 900.0
1015,F,Bracket Substring,dp strings,2300.0,921,dp strings 2300.0
1015,E2,Stars Drawing (Hard Edition),binary search dp greedy,1900.0,3156,binary search dp greedy 1900.0
1015,E1,Stars Drawing (Easy Edition),brute force dp greedy,1700.0,4795,brute force dp greedy 1700.0
1015,D,Walking Between Houses,constructive algorithms greedy,1600.0,7243,constructive algorithms greedy 1600.0
1015,C,Songs Compression,sortings,1100.0,15697,sortings 1100.0
1015,B,Obtaining the String,implementation,1200.0,10727,implementation 1200.0
1015,A,Points in Segments,implementation,800.0,19018,implementation 800.0
1013,B,And,greedy,1200.0,7059,greedy 1200.0
1013,A,Piles With Stones,math,800.0,10477,math 800.0
1012,F,Passports,dp implementation,3400.0,138,dp implementation 3400.0
1012,E,Cycle sort,dsu math,3100.0,245,dsu math 3100.0
1012,D,AB-Strings,constructive algorithms strings,2800.0,289,constructive algorithms strings 2800.0
1012,C,Hills,dp,1900.0,2907,dp 1900.0
1012,B,Chemical table,constructive algorithms dfs and similar dsu graphs matrices,1900.0,3419,constructive algorithms dfs and similar dsu graphs matrices 1900.0
1012,A,Photo of The Sky,brute force implementation math sortings,1500.0,5987,brute force implementation math sortings 1500.0
1011,B,Planning The Expedition,binary search brute force implementation,1200.0,9293,binary search brute force implementation 1200.0
1011,A,Stages,greedy implementation sortings,900.0,11265,greedy implementation sortings 900.0
1010,F,Tree,fft graphs trees,3400.0,186,fft graphs trees 3400.0
1010,E,Store,data structures,2700.0,294,data structures 2700.0
1010,D,Mars rover,dfs and similar graphs implementation trees,2000.0,2185,dfs and similar graphs implementation trees 2000.0
1010,C,Border,number theory,1800.0,4376,number theory 1800.0
1010,B,Rocket,binary search interactive,1800.0,4790,binary search interactive 1800.0
1010,A,Fly,binary search math,1500.0,7757,binary search math 1500.0
1009,G,Allowed Letters,bitmasks flows graph matchings graphs greedy,2400.0,671,bitmasks flows graph matchings graphs greedy 2400.0
1009,F,Dominant Indices,data structures dsu trees,2300.0,4025,data structures dsu trees 2300.0
1009,E,Intercity Travelling,combinatorics math probabilities,2000.0,2724,combinatorics math probabilities 2000.0
1009,D,Relatively Prime Graph,brute force constructive algorithms graphs greedy math,1700.0,5809,brute force constructive algorithms graphs greedy math 1700.0
1009,C,Annoying Present,greedy math,1700.0,5052,greedy math 1700.0
1009,B,Minimum Ternary String,greedy implementation,1400.0,9206,greedy implementation 1400.0
1009,A,Game Shopping,implementation,800.0,11316,implementation 800.0
1008,B,Turn the Rectangles,greedy sortings,1000.0,10784,greedy sortings 1000.0
1008,A,Romaji,implementation strings,900.0,13868,implementation strings 900.0
1007,E,Mini Metro,dp,3400.0,146,dp 3400.0
1007,D,Ants,2-sat data structures trees,3200.0,215,2-sat data structures trees 3200.0
1007,C,Guess two numbers,binary search interactive,3000.0,332,binary search interactive 3000.0
1007,B,Pave the Parallelepiped,bitmasks brute force combinatorics math number theory,2400.0,880,bitmasks brute force combinatorics math number theory 2400.0
1007,A,Reorder the Array,combinatorics data structures math sortings two pointers,1300.0,11504,combinatorics data structures math sortings two pointers 1300.0
1006,F,Xor-Paths,bitmasks brute force dp meet-in-the-middle,2100.0,3656,bitmasks brute force dp meet-in-the-middle 2100.0
1006,E,Military Problem,dfs and similar graphs trees,1600.0,8415,dfs and similar graphs trees 1600.0
1006,D,Two Strings Swaps,implementation,1700.0,5495,implementation 1700.0
1006,C,Three Parts of the Array,binary search data structures two pointers,1200.0,17974,binary search data structures two pointers 1200.0
1006,B,Polycarp's Practice,greedy implementation sortings,1200.0,11765,greedy implementation sortings 1200.0
1006,A,Adjacent Replacements,implementation,800.0,19412,implementation 800.0
1005,F,Berland and the Shortest Paths,brute force dfs and similar graphs shortest paths,2100.0,1396,brute force dfs and similar graphs shortest paths 2100.0
1005,E2,Median on Segments (General Case Edition),sortings,2400.0,1089,sortings 2400.0
1005,E1,Median on Segments (Permutations Edition),sortings,1800.0,3367,sortings 1800.0
1005,D,Polycarp and Div 3,dp greedy number theory,1500.0,9056,dp greedy number theory 1500.0
1005,C,Summarize to the Power of Two,brute force greedy implementation,1300.0,10317,brute force greedy implementation 1300.0
1005,B,Delete from the Left,brute force implementation strings,900.0,19271,brute force implementation strings 900.0
1005,A,Tanya and Stairways,implementation,800.0,20628,implementation 800.0
1004,F,Sonya and Bitwise OR,bitmasks data structures divide and conquer,2600.0,538,bitmasks data structures divide and conquer 2600.0
1004,E,Sonya and Ice Cream,binary search data structures dp greedy shortest paths trees,2400.0,887,binary search data structures dp greedy shortest paths trees 2400.0
1004,D,Sonya and Matrix,brute force constructive algorithms implementation,2300.0,1335,brute force constructive algorithms implementation 2300.0
1004,C,Sonya and Robots,constructive algorithms implementation,1400.0,7188,constructive algorithms implementation 1400.0
1004,B,Sonya and Exhibition,constructive algorithms greedy implementation math,1300.0,8806,constructive algorithms greedy implementation math 1300.0
1004,A,Sonya and Hotels,implementation,900.0,10453,implementation 900.0
1003,F,Abbreviation,dp hashing strings,2200.0,965,dp hashing strings 2200.0
1003,E,Tree Constructing,constructive algorithms graphs,2100.0,2209,constructive algorithms graphs 2100.0
1003,D,Coins and Queries,greedy,1600.0,6954,greedy 1600.0
1003,C,Intense Heat,brute force implementation math,1300.0,9501,brute force implementation math 1300.0
1003,B,Binary String Constructing,constructive algorithms,1300.0,10109,constructive algorithms 1300.0
1003,A,Polycarp's Pockets,implementation,800.0,23726,implementation 800.0
1002,E2,Another array reconstruction algorithm,,1900.0,189, 1900.0
1002,E1,Bernstein-Vazirani algorithm,,1500.0,308, 1500.0
1002,D3,Oracle for majority function,,1600.0,317, 1600.0
1002,D2,Oracle for f(x) = b * x + (1 - b) * (1 - x) mod 2,,1300.0,362, 1300.0
1002,D1,Oracle for f(x) = b * x mod 2,,1200.0,388, 1200.0
1002,C2,Distinguish zero state and plus state without errors,,1800.0,254, 1800.0
1002,C1,Distinguish zero state and plus state with minimum error,,1700.0,290, 1700.0
1002,B4,Distinguish four 2-qubit states - 2,,1700.0,295, 1700.0
1002,B3,Distinguish four 2-qubit states,,1600.0,396, 1600.0
1002,B2,Distinguish GHZ state and W state,,1600.0,432, 1600.0
1002,B1,Distinguish zero state and W state,,1300.0,464, 1300.0
1002,A4,Generate W state,,1900.0,254, 1900.0
1002,A3,Generate superposition of two basis states,,1500.0,460, 1500.0
1002,A2,Generate superposition of zero state and a basis state,,1300.0,542, 1300.0
1002,A1,Generate superposition of all basis states,,800.0,764, 800.0
1001,I,Deutsch-Jozsa algorithm,*special,1700.0,389,*special 1700.0
1001,H,Oracle for f(x) = parity of the number of 1s in x,*special,1200.0,514,*special 1200.0
1001,G,Oracle for f(x) = k-th element of x,*special,1400.0,522,*special 1400.0
1001,F,Distinguish multi-qubit basis states,*special,1300.0,524,*special 1300.0
1001,E,Distinguish Bell states,*special,1600.0,542,*special 1600.0
1001,D,Distinguish plus state and minus state,*special,1400.0,666,*special 1400.0
1001,C,Generate GHZ state,*special,1400.0,637,*special 1400.0
1001,B,Generate Bell state,*special,1400.0,694,*special 1400.0
1001,A,Generate plus state or minus state,*special,1100.0,976,*special 1100.0
1000,G,Two-Paths,data structures dp trees,2700.0,468,data structures dp trees 2700.0
1000,F,One Occurrence,data structures divide and conquer,2400.0,2847,data structures divide and conquer 2400.0
1000,E,We Need More Bosses,dfs and similar graphs trees,2100.0,3050,dfs and similar graphs trees 2100.0
1000,D,Yet Another Problem On a Subsequence,combinatorics dp,1900.0,3551,combinatorics dp 1900.0
1000,C,Covered Points Count,data structures implementation sortings,1700.0,5800,data structures implementation sortings 1700.0
1000,B,Light It Up,greedy,1500.0,5230,greedy 1500.0
1000,A,Codehorses T-shirts,greedy implementation,1200.0,8261,greedy implementation 1200.0
999,F,Cards and Joy,dp,2000.0,2169,dp 2000.0
999,E,Reachability from the Capital,dfs and similar graphs greedy,2000.0,5470,dfs and similar graphs greedy 2000.0
999,D,Equalize the Remainders,data structures greedy implementation,1900.0,3773,data structures greedy implementation 1900.0
999,C,Alphabetic Removals,implementation,1200.0,14925,implementation 1200.0
999,B,Reversing Encryption,implementation,900.0,15356,implementation 900.0
999,A,Mishka and Contest,brute force implementation,800.0,19719,brute force implementation 800.0
998,B,Cutting,dp greedy sortings,1200.0,11956,dp greedy sortings 1200.0
998,A,Balloons,constructive algorithms implementation,1000.0,8831,constructive algorithms implementation 1000.0
997,E,Good Subsegments,data structures,3000.0,724,data structures 3000.0
997,D,Cycles in product,combinatorics divide and conquer trees,2900.0,385,combinatorics divide and conquer trees 2900.0
997,C,Sky Full of Stars,combinatorics math,2500.0,1364,combinatorics math 2500.0
997,B,Roman Digits,brute force combinatorics dp greedy math,2000.0,2728,brute force combinatorics dp greedy math 2000.0
997,A,Convert to Ones,brute force greedy implementation math,1500.0,7822,brute force greedy implementation math 1500.0
996,B,World Cup,binary search math,1300.0,8212,binary search math 1300.0
996,A,Hit the Lottery,dp greedy,800.0,68826,dp greedy 800.0
995,F,Cowmpany Cowmpensation,combinatorics dp math trees,2700.0,957,combinatorics dp math trees 2700.0
995,E,Number Clicker,divide and conquer graphs meet-in-the-middle number theory,2700.0,514,divide and conquer graphs meet-in-the-middle number theory 2700.0
995,D,Game,math,2500.0,693,math 2500.0
995,C,Leaving the Bar,brute force data structures geometry greedy math sortings,2300.0,1506,brute force data structures geometry greedy math sortings 2300.0
995,B,Suit and Tie,greedy implementation math,1400.0,6796,greedy implementation math 1400.0
995,A,Tesla,constructive algorithms implementation,2100.0,1433,constructive algorithms implementation 2100.0
994,B,Knights of a Polygonal Table,greedy implementation sortings,1400.0,5336,greedy implementation sortings 1400.0
994,A,Fingerprints,implementation,800.0,13114,implementation 800.0
993,F,The Moral Dilemma,,3200.0,43, 3200.0
993,E,Nikita and Order Statistics,chinese remainder theorem fft math,2300.0,1211,chinese remainder theorem fft math 2300.0
993,D,Compute Power,binary search dp greedy,2500.0,569,binary search dp greedy 2500.0
993,C,Careful Maneuvering,bitmasks brute force geometry,2100.0,1424,bitmasks brute force geometry 2100.0
993,B,Open Communication,bitmasks brute force,1900.0,1896,bitmasks brute force 1900.0
993,A,Two Squares,geometry implementation,1600.0,3703,geometry implementation 1600.0
992,E,Nastya and King-Shamans,binary search data structures,2500.0,1095,binary search data structures 2500.0
992,D,Nastya and a Game,brute force implementation math,2100.0,1547,brute force implementation math 2100.0
992,C,Nastya and a Wardrobe,math,1600.0,4410,math 1600.0
992,B,Nastya Studies Informatics,math number theory,1600.0,5869,math number theory 1600.0
992,A,Nastya and an Array,implementation sortings,800.0,12342,implementation sortings 800.0
991,F,Concise and clear,brute force greedy implementation math,2700.0,260,brute force greedy implementation math 2700.0
991,E,Bus Number,brute force combinatorics math,1800.0,3081,brute force combinatorics math 1800.0
991,D,Bishwock,dp greedy,1500.0,6499,dp greedy 1500.0
991,C,Candies,binary search implementation,1500.0,9088,binary search implementation 1500.0
991,B,Getting an A,greedy sortings,900.0,11572,greedy sortings 900.0
991,A,If at first you don't succeed...,implementation,1000.0,9908,implementation 1000.0
990,G,GCD Counting,divide and conquer dp dsu number theory trees,2400.0,1467,divide and conquer dp dsu number theory trees 2400.0
990,F,Flow Control,dfs and similar dp greedy trees,2400.0,767,dfs and similar dp greedy trees 2400.0
990,E,Post Lamps,brute force greedy,2100.0,1868,brute force greedy 2100.0
990,D,Graph And Its Complement,constructive algorithms graphs implementation,1700.0,3615,constructive algorithms graphs implementation 1700.0
990,C,Bracket Sequences Concatenation Problem,implementation,1500.0,5492,implementation 1500.0
990,B,Micro-World,greedy sortings,1200.0,7732,greedy sortings 1200.0
990,A,Commentary Boxes,implementation math,1000.0,10050,implementation math 1000.0
989,E,A Trance of Nightfall,dp geometry matrices probabilities,2700.0,217,dp geometry matrices probabilities 2700.0
